row_id,boardgame,release_year,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,rank_overall,owned,wishlisted,total_plays,fans,page_views,amazon_price,std_deviation,comments,monthly_plays,previously_owned,for_trade,want_trade,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,categories,mechanics,families,designers,artists,publishers,solo_designers,developers,graphic_designers,sculptors,editors,writers,insert_designers,rank_strategy,rank_thematic,rank_family,rank_war,rank_customizable,rank_abstract,rank_party,rank_childrens,url,description
1435,Ancient Knowledge,2023,2,4,75,75,12,7.139,3218,2.74,1435,4618,1538,11419,306,376028,44.57,1.29,585,62,516,85,207,6,6,43,55,184,450,1000,1100,322,84,Ancient; Card Game; Civilization; Mythology,Delayed Purchase; End Game Bonuses; Hand Management; Open Drafting; Tags,Digital Implementations: Board Game Arena; Digital Implementations: TableTop Simulator Mod (TTS); Mechanism: Tableau Building,Rémi Mathieu,Pierre Ples; Adrien Rives; Emilien Rotival,IELLO; CMON Global Limited; Devir; Hobby World; Mancalamaro; Reflexshop; REXhry,,['Adrien Fenouillet'],['Vincent Mougenot'],,,,,776,,,,,,,,https://boardgamegeek.com/boardgame/338093/ancient-knowledge,Create unique card combinations to keep your civilization alive.
1436,Europa Universalis: The Price of Power,2023,1,4,90,300,14,8.604,1345,4.69,1436,2394,1670,2729,860,1121077,,1.81,425,10,154,29,175,10,13,21,20,34,48,87,179,391,542,Age of Reason; Civilization; Economic; Exploration; Napoleonic; Negotiation; Pike and Shot; Political; Renaissance; Video Game Theme; Wargame,Action Points; Area Majority / Influence; Area Movement; Campaign / Battle Card Driven; Dice Rolling; Hand Management; Scenario / Mission / Campaign Game; Simulation,Components: Map (Continental / National scale); Components: Multi-Use Cards; Continents: Europe; Crowdfunding: Kickstarter; Digital Implementations: TableTop Simulator Mod (TTS); Mechanism: 4X; Players: Games with Solitaire Rules; Theme: Colonial,Eivind Vetlesen,Tomasz Jedruszek; Olly Lawson; Joeri Lefevre,Aegir Games; Fox in the Box; NAC Wargames,['Dávid Turczi'],['Víctor Paiam'],"['Víctor Paiam', 'Eivind Vetlesen']",['Andrew Forster'],['Michael Schemaille'],,['Noah Adelman'],726,,,40,,,,,https://boardgamegeek.com/boardgame/254127/europa-universalis-the-price-of-power,Europe from the Hundred Years war to the Age of Revolution.
1437,A Touch of Evil: The Supernatural Game,2008,2,8,60,120,12,6.984,4759,2.56,1437,7000,1041,9634,588,944312,67.99,1.53,1296,9,1346,242,159,16,38,76,146,379,811,1400,1200,468,217,Adventure; Fighting; Horror; Murder / Mystery,Area Movement; Cooperative Game; Dice Rolling; Roll / Spin and Move; Variable Player Powers,Components: Official Music Soundtrack; Series: A Touch of Evil,Jason C. Hill,Gaël Goumon; Jack Scott Hill; Jason C. Hill; James Ma; Matthew Morgaine,Flying Frog Productions,,,,,,,,,334,,,,,,,https://boardgamegeek.com/boardgame/35815/a-touch-of-evil-the-supernatural-game,Dashing heroes battle fiendish creatures in Colonial America.
1438,Blood Bowl: Second Season Edition,2020,2,2,60,180,12,8.492,1136,3.77,1438,2752,274,11043,173,142270,,1.33,197,60,87,9,39,4,2,3,5,13,47,128,284,367,283,Fantasy; Fighting; Miniatures; Sports,Critical Hits and Failures; Dice Rolling; Grid Movement; Movement Points; Push Your Luck; Square Grid; Variable Player Powers; Zone of Control,Components: Miniatures; Game: Blood Bowl; Players: Two-Player Only Games; Series: Specialist Games (Games Workshop); Setting: Warhammer Fantasy Board Games; Theme: Fantasy Sports,,,Games Workshop Ltd.,,,,,,,,775,,,,,,,,https://boardgamegeek.com/boardgame/318472/blood-bowl-second-season-edition,"It’s not the winning or losing that matters, it’s the mayhem and violence that count!"
1439,No Retreat! The Russian Front,2011,2,2,360,360,14,7.741,1752,3.16,1439,3554,826,3550,268,661129,,1.50,634,11,674,101,149,13,6,18,24,52,137,345,608,393,157,Wargame; World War II,Campaign / Battle Card Driven; Dice Rolling; Grid Movement; Hexagon Grid; Movement Points; Ratio / Combat Results Table; Simulation; Zone of Control,Country: Soviet Union; History: World War II (Eastern Front); Players: Games with expansions that add solo play; Players: Two-Player Only Games; Series: No Retreat! (Carl Paradis); War Battlespace: Land warfare; War Level of Command: Strategic,Carl Paradis,Rodger B. MacGowan; Mark Simonitch,GMT Games; Banana Games; GaGa Games,,,,,,,,,,,55,,,,,https://boardgamegeek.com/boardgame/68264/no-retreat-the-russian-front,Choose a side and lead it to victory in this epic struggle!!
1440,The Fox in the Forest Duet,2020,2,2,30,30,10,6.979,4113,1.76,1440,9989,1437,12863,196,297737,18.99,1.25,800,32,1040,166,132,8,13,37,97,226,725,1600,1100,280,82,Animals; Card Game; Fantasy,Communication Limits; Cooperative Game; Hand Management; Map Reduction; Trick-taking; Variable Set-up,Animals: Foxes; Digital Implementations: Board Game Arena; Players: Two-Player Only Games; Theme: Trees and Forests,,Adrienne Ezell; Jason D. Kingsley; Roanna Peroz; John Shulters,Foxtrot Games; Renegade Game Studios; Banana Games; Hobby Game Mall; MINDOK; Origames; Reflexshop; Schwerkraft-Verlag; SUNNY BIRD; White Goblin Games; WoodCat,,,"['Adrienne Ezell', 'Jason D. Kingsley', 'John Shulters']",,,,,,,421,,,,,,https://boardgamegeek.com/boardgame/288169/the-fox-in-the-forest-duet,"Win tricks to move in the forest, collecting the gems before running out of time."
1441,Carnival of Monsters,2019,2,5,45,45,12,7.222,3036,2.13,1441,5306,979,14724,200,308341,20.0,1.28,494,40,592,83,92,3,9,19,58,153,420,1000,940,318,113,Card Game; Fantasy,Closed Drafting; Dice Rolling; Loans; Set Collection,Creatures: Monsters,Richard Garfield,Loïc Billiau; Martin Hoffmann; Dennis Lohausen; Michael Menzel; Oliver Schlemmer; Claus Stephan; Franz Vohwinkel,AMIGO; Broadway Toys LTD; G3; Gigamic; Giochi Uniti; Mercurio; MINDOK; Piatnik; VR Distribution,,,,,,,,,,405,,,,,,https://boardgamegeek.com/boardgame/231484/carnival-of-monsters,Capture monsters for your mystical menagerie in this streamlined drafting experience.
1442,New York 1901,2015,2,4,30,60,8,6.787,6511,2.05,1442,10927,1062,14139,290,524463,34.95,1.18,1379,11,2343,536,161,8,16,49,151,516,1400,2600,1500,261,97,City Building,Area Majority / Influence; Once-Per-Game Abilities; Open Drafting; Tile Placement,"Cities: New York (New York, USA); Components: Map (City Scale); Components: Polyominoes; Country: USA; Misc: Mensa Select; Series: Europe Collection (Blue Orange Games); Theme: Construction",Chénier La Salle,Vincent Dutrait,"Blue Orange Games; ADC Blackfire Entertainment; Bard Centrum Gier; Competo / Marektoy; Lifestyle Boardgames Ltd; PaperGames (III); Swan Panasia Co., Ltd.",,"['Thierry Denoual', 'Stéphane Maurel', 'Brandan Parsons']",,,['Brandan Parsons'],,,,,457,,,,,,https://boardgamegeek.com/boardgame/174660/new-york-1901,Collect cards to build iconic New York City skyscrapers in the early 20th century.
1443,Euthia: Torment of Resurrection,2021,1,4,60,480,14,8.543,1503,3.52,1443,2959,1463,4573,2260,667235,,1.51,411,27,319,27,172,7,3,13,13,32,52,136,314,463,471,Adventure; Exploration; Fantasy; Fighting,Cooperative Game; Dice Rolling; Grid Movement; Hand Management; Hexagon Grid; Map Addition; Modular Board; Movement Points; Role Playing; Solo / Solitaire Game; Variable Player Powers; Variable Set-up,Crowdfunding: Kickstarter; Digital Implementations: TableTop Simulator Mod (TTS); Digital Implementations: Tabletopia; Game: Euthia – Torment of Resurrection; Players: Games with Solitaire Rules,Markéta Bláhová; Tadeáš Spousta,Iveta Doležalová; Jiří Dvorský; Petr Štich,Diea Games,['Tadeáš Spousta'],"['Alladjex', 'Markéta Bláhová', 'Tadeáš Spousta']","['Markéta Bláhová', 'Iveta Doležalová']",['Vlado Turek'],,,,730,,,,,,,,https://boardgamegeek.com/boardgame/295785/euthia-torment-of-resurrection,An open world fantasy RPG board game inspired by classic video games.
1444,Dungeon Fighter,2011,1,6,45,60,14,6.79,7044,1.76,1444,9938,1479,17419,312,637277,47.19,1.46,1224,11,1879,306,185,24,64,132,253,528,1400,2300,1600,501,194,Action / Dexterity; Exploration; Fantasy; Fighting; Humor; Party Game,Cooperative Game; Dice Rolling; Modular Board; Open Drafting; Point to Point Movement; Turn Order: Progressive; Variable Player Powers; Variable Set-up,Components: 3-Dimensional (3D); Game: Dungeon Fighter; Players: Games with Solitaire Rules,Aureliano Buonfino; Lorenzo Silva; Lorenzo Tucci Sorrentino,Giulia Ghigini,"Cranio Creations; Edge Entertainment; Fantasy Flight Games; Galápagos Jogos; Heidelberger Spieleverlag; Horrible Guild; IELLO; Kaissa Chess & Games; Lucrum Games; More Fun Co., Ltd.; One Moment Games",,,,,,,,,,,,,,102,,https://boardgamegeek.com/boardgame/102548/dungeon-fighter,Test your dice-rolling skills to overcome tricky challenges in dangerous dungeons.
1445,The Magic Labyrinth,2009,2,4,20,30,6,6.814,6529,1.21,1445,12589,1174,27231,223,499537,,1.21,1466,23,1318,248,123,7,9,51,132,476,1600,2500,1300,326,146,Children's Game; Fantasy; Maze; Memory,Dice Rolling; Grid Movement; Memory; Network and Route Building; Roll / Spin and Move,Components: Game Box Used In Play; Components: Magnets; Components: Wooden pieces & boards,Dirk Baumann,Rolf Vogt,"Drei Magier Spiele; ADC Blackfire Entertainment; Competo / Marektoy; Devir; Enigma (Bergsala Enigma); G3; Gigamic; HaKubia; Kaissa Chess & Games; Korea Boardgames; Lautapelit.fi; Lion Rampant Imports; Oxygame; Playgo Hungary; Playroom Entertainment; Spilbræt.dk; Swan Panasia Co., Ltd.; Vennerød Forlag AS; YellowBOX; Ґавіал; Нескучные игры",,,['Rolf Vogt'],,,,,,,466,,,,,23,https://boardgamegeek.com/boardgame/41916/the-magic-labyrinth,Navigate the unseen labyrinth using only your memory to collect the lost artifacts.
1446,Fief: France 1429,2015,3,6,120,240,13,7.441,2361,3.81,1446,4343,937,3363,434,641523,,1.68,702,1,863,167,133,17,18,41,61,116,244,536,694,412,225,Medieval; Negotiation; Political; Territory Building; Wargame,Area Majority / Influence; Dice Rolling; Team-Based Game; Trading; Voting,Components: Map (Continental / National scale); Country: France; Crowdfunding: Giochistarter; Crowdfunding: Kickstarter; Crowdfunding: Spieleschmiede,Philippe Mouchebeuf,Patrick Dallanegra; Jarek Nocoń,"ASYNCRON games; Academy Games, Inc.; Ediciones MasQueOca; Giochix.it; hobbity.eu",,,,,,,,757,,,,,,,,https://boardgamegeek.com/boardgame/152470/fief-france-1429,"Lead your noble house to greatness through war, negotiations and loads of betrayal."
1447,Unmatched: Hell's Kitchen,2022,2,3,20,40,14,8.207,1308,2.18,1447,5322,523,2171,98,126723,34.95,1.24,196,6,195,65,105,2,2,4,6,15,61,182,495,324,217,Card Game; Comic Book / Strip; Fantasy; Fighting; Movies / TV / Radio theme,Action Points; Card Play Conflict Resolution; Hand Management; Line of Sight; Point to Point Movement; Take That; Team-Based Game; Variable Player Powers,Category: Two-Player Fighting Games; Comic Books: Marvel Universe; Components: Miniatures; Components: Multi-Use Cards; Game: Unmatched; Misc: Watch It Played How To Videos; Theme: Superheroes,Brad Andres; Noah Cohen; Rob Daviau; Justin D. Jacobson; Brian Neff,Oliver Barrett; Ian O'Toole,Mondo Games; Restoration Games,,,"['Chris Bilheimer', 'Lindsay Daviau', 'Jason D. Kingsley', 'Jason Taylor']",,,,,734,,343,,,,,,https://boardgamegeek.com/boardgame/326934/unmatched-hells-kitchen,Two assassins and a crime-fighting lawyer brawling in the streets? Welcome to Hell.
1448,Qwinto,2015,2,6,15,15,8,6.983,3917,1.33,1448,7265,898,42548,142,230523,,1.10,806,153,463,79,86,2,4,14,56,214,745,1600,943,234,65,Dice; Number,Dice Rolling; Follow; Paper-and-Pencil; Pattern Building,Digital Implementations: Board Game Arena; Mechanism: Roll-and-Write; Series: Nature Line (Nürnberger-Spielkarten-Verlag); Series: NSV Middys (Nürnberger Spielkartenverlag),Bernhard Lach; Uwe Rapp,Oliver Freudenreich,Nürnberger-Spielkarten-Verlag; Arclight Games; Fractal Juegos; Gigamic; Pandasaurus Games; Popcorn Games; White Goblin Games,,,,,,,,,,424,,,,,,https://boardgamegeek.com/boardgame/183006/qwinto,"Toss the dice and mind your sums, columns, and pentagons in this Qwixx sequel."
1449,That Time You Killed Me,2021,2,2,15,30,10,7.361,2419,2.35,1449,5064,2327,12091,319,288814,,1.40,450,40,592,115,259,1,10,24,50,116,315,640,788,328,149,Abstract Strategy; Murder / Mystery,Grid Movement; King of the Hill; Multiple Maps; Scenario / Mission / Campaign Game; Slide / Push; Square Grid; Sudden Death Ending,Category: Combinatorial; Digital Implementations: Ai Ai; Digital Implementations: Board Game Arena; Digital Implementations: Tabletopia; Players: Two-Player Only Games; Theme: Mad Science / Mad Scientist; Theme: Mystery / Crime; Theme: Time Travel,Peter C. Hayward,Jor Ros,"Pandasaurus Games; Board Game Rookie; CMON Global Limited; Galápagos Jogos; IELLO; MYBG Co., Ltd.; Tranjis Games",,"['Jeff Fraser', 'Alex Cutler']",['Stevo Torres'],,,,,,,,,,42,,,https://boardgamegeek.com/boardgame/344258/that-time-you-killed-me,Prove yourself across all spacetime as the true inventor of the time machine.
1450,Royals,2014,2,5,60,60,10,7.18,2871,2.23,1450,4017,850,7047,122,329937,39.95,1.19,653,9,782,163,164,3,4,17,45,140,405,987,932,278,65,,Area Majority / Influence; Open Drafting; Set Collection,Digital Implementations: Tabletopia; Series: Dice Tower Essentials,Peter Hawes,Jason Engle; Michael Menzel,ABACUSSPIELE; Arcane Wonders; Broadway Toys LTD; DICE TOWER ESSENTIALS,,,,,,,,783,,403,,,,,,https://boardgamegeek.com/boardgame/165986/royals,Noble houses scramble to claim strongholds in 17th century Europe.
1451,Ghost Blitz,2010,2,8,20,20,8,6.705,10296,1.13,1451,18394,817,40670,252,450357,23.03,1.35,1850,68,1196,189,123,25,60,138,296,878,2600,3700,1800,556,274,Action / Dexterity; Card Game; Children's Game; Real-time,Pattern Recognition; Speed Matching,Animals: Mice; Components: Wooden pieces & boards; Creatures: Ghosts; Game: Geistesblitz; Misc: LongPack Games,Jacques Zeimet,Doris Matthäus; Gabriela Silveira,"Zoch Verlag; 999 Games; Boardgame Space; Competo / Marektoy; Devir; Egmont Polska; FoxMind Israel; Gigamic; Giochi Uniti; Jolly Thinkers; KADABRA; Kaissa Chess & Games; Korea Boardgames; Lanlalen; Lifestyle Boardgames Ltd; Lion Rampant Imports; Meeple; MINDOK; Möbius Games; Rozum; Simba Toys; Swan Panasia Co., Ltd.",,,,,,,,,,483,,,,116,,https://boardgamegeek.com/boardgame/83195/ghost-blitz,"Quickly identify and grab hold of the correct item in a cluttered, spooky basement."
1452,Rolling Heights,2023,1,4,45,60,14,7.471,2109,2.56,1452,4281,1446,6912,301,286850,64.94,1.26,415,28,384,81,195,4,22,29,77,204,564,800,319,90,0,City Building; Dice; Industry / Manufacturing,"Area Majority / Influence; Deck, Bag, and Pool Building; Dice Rolling; End Game Bonuses; Push Your Luck; Random Production; Solo / Solitaire Game; Tile Placement",Components: 3-Dimensional (3D); Crowdfunding: Kickstarter; Decades: The 1920's; Interwar period (Nov. 1918 - Aug. 1939),John D. Clair,Kwanchai Moriya,Alderac Entertainment Group; Game Harbor; Maldito Games; Rozum; Tabletop KZ; White Goblin Games,"['John D. Clair', 'Josh Wood']",['Josh Wood'],['Stephanie Gustafsson'],,,,,751,,384,,,,,,https://boardgamegeek.com/boardgame/331820/rolling-heights,Roll your Meeples to build a better city!
1453,Paper Dungeons: A Dungeon Scrawler Game,2020,1,8,30,30,10,7.127,3303,2.11,1453,7709,1187,15130,297,311190,51.99,1.17,436,31,841,146,81,3,6,20,45,157,496,1300,978,248,83,Dice; Fantasy; Fighting; Medieval,Dice Rolling; Grid Movement; Line Drawing; Paper-and-Pencil; Set Collection; Simultaneous Action Selection,Category: Dungeon Crawler; Components: Dice with Icons; Mechanism: Drawing; Mechanism: Roll-and-Write,Leandro Pires,Dan Ramos; Daniel Rocchi,MeepleBR; Alley Cat Games; Devil Dice Games; DV Games; Gém Klub Kft.; Geronimo Games; Glyptodon; Grimspire; Lavka Games; Lucky Duck Games; Maldito Games; Super Meeple; TLAMA games,,['Diego Bianchini'],['Dan Ramos'],,"['Diego Bianchini', 'Simon Milburn', 'Denholm Spurr']","['Thiago Leite', 'Denholm Spurr']",,,,422,,,,,,https://boardgamegeek.com/boardgame/291962/paper-dungeons-a-dungeon-scrawler-game,"Explore dungeons, fight villains and conquer the glory in a hack n slash adventure."
1454,Strasbourg,2011,3,5,60,60,12,7.165,2819,2.74,1454,2924,807,5963,90,291562,,1.19,636,1,737,59,306,7,4,21,36,129,408,975,919,277,46,City Building; Economic; Medieval,Area Majority / Influence; Auction / Bidding; Auction: Once Around; Pattern Building; Tile Placement,"Admin: Better Description Needed!; Cities: Strasbourg (Alsace, France); Country: France; Region: Alsace (France)",Stefan Feld,Alexander Jung; Hans-Georg Schneider,Pegasus Spiele,,,,,,,,758,,,,,,,,https://boardgamegeek.com/boardgame/91873/strasbourg,Get your family members into craft guilds using a unique bidding system.
1455,Council of 4,2015,2,4,40,75,14,7.118,3154,2.66,1455,4407,715,7387,122,334221,,1.24,681,5,1024,205,164,7,10,18,57,168,454,1100,960,281,80,Economic,Hand Management; Network and Route Building; Point to Point Movement,Components: Miniatures,Simone Luciani; Daniele Tascini,Arnaud Demaegd; Giovanna BC Guimarães; Édouard Guiton; Valentina Moscon,CMON Global Limited; Cranio Creations; Heidelberger Spieleverlag,,,,,,,,789,,,,,,,,https://boardgamegeek.com/boardgame/173101/council-of-4,"Gain the favors of the council, even manipulate them, to build your trading posts."
1456,Ubongo,2003,1,4,25,25,8,6.682,10039,1.5,1456,14652,943,36181,179,494523,,1.31,1918,62,1659,252,164,23,54,121,326,890,2400,3600,1900,505,184,Puzzle; Real-time,Grid Coverage; Pattern Building; Real-Time; Set Collection,Components: Gems/Crystals; Components: Polyominoes; Components: Sand Timers; Game: Ubongo; Players: Games with Solitaire Rules; Series: Native-art line (Kosmos),Grzegorz Rejchtman,Karl Holmes; Sandra Johansson; Nicolas Neubauer; Bernd Wagenfeld,"KOSMOS; Albi; Brain Games; Competo / Marektoy; Devir; Egmont Polska; Fantasmagoria; Filosofia Éditions; Four Esses; Giochi Uniti; GP Games; HomoLudicus; IELLO; Kaissa Chess & Games; Kärnan; Kod Kod; Korea Boardgames; Laser plus; Magellan; Piatnik; Stupor Mundi; SuperHeated Neurons; Swan Panasia Co., Ltd.; University Games; Vennerød Forlag AS; White Goblin Games; YOKA Games; Z-Man Games",,,,,,,,,,493,,,,,,https://boardgamegeek.com/boardgame/16986/ubongo,Race to fill the target shape using a set of polyominoes before your opponents do.
1457,Dale of Merchants 2,2016,2,4,30,30,10,7.289,2593,2.09,1457,6520,529,4007,184,164124,,1.27,551,1,1002,130,115,2,1,30,38,105,346,851,825,289,110,Animals; Card Game; Fantasy; Print & Play,"Deck, Bag, and Pool Building; Dice Rolling; Hand Management; Open Drafting; Set Collection; Take That; Team-Based Game",Components: Multi-Use Cards; Crowdfunding: Kickstarter; Crowdfunding: Wspieram; Game: Dale of Merchants; Misc: LongPack Games; Setting: Daimyria; Theme: Anthropomorphic Animals,Sami Laakso,Sami Laakso,Snowdale Design; Board Game Leisure; Bragelonne Games; Devir; Fullcap Games; Games7Days; HOT Games; Lotus Frog Games; Popcorn Games; Reflexshop; Schwerkraft-Verlag; Vendetta,,,['Sami Laakso'],,,,,788,,402,,,,,,https://boardgamegeek.com/boardgame/191597/dale-of-merchants-2,"Learn new techniques, trade goods, and manage your stock to build the master stall!"
1458,Arkadia,2006,2,4,45,60,10,6.916,4421,2.57,1458,4780,762,11062,90,356751,,1.17,1488,7,1438,242,171,7,5,27,102,293,830,1700,1200,260,49,City Building,Area Majority / Influence; Set Collection; Stock Holding; Tile Placement,Components: 3-Dimensional (3D); Components: Player Screens; Components: Polyominoes; Digital Implementations: Yucata; Mechanic: Perspective,Rüdiger Dorn,Michael Menzel; Walter Pepperle,Ravensburger; Rio Grande Games,,,,,,,,816,,,,,,,,https://boardgamegeek.com/boardgame/25643/arkadia,"Place workers and buildings, get and cash seals as you manipulate their market value."
1459,Agemonia,2024,1,4,60,120,10,8.945,1121,3.32,1459,2531,2415,6991,822,846420,492.06,1.33,405,127,161,14,265,4,2,2,5,12,32,75,140,341,508,Adventure; Exploration; Fantasy,Cooperative Game; Dice Rolling; Role Playing; Scenario / Mission / Campaign Game; Storytelling,Category: Dized Tutorial; Category: Dungeon Crawler; Components: Book as Board; Components: Miniatures; Crowdfunding: Kickstarter; Digital Implementations: TableTop Simulator Mod (TTS); Digital Implementations: Tabletopia; Mechanism: Campaign Games,Max Wikström,Petri Hiltunen; Chad Hoverter; Tomasz Jedruszek; Jere Kasanen; Damien Mammoliti,Lautapelit.fi,,,"['Jere Kasanen', 'Markku Laine']",['Chad Hoverter'],,['Mike Pohjola'],['Gabriel Martin'],,179,,,,,,,https://boardgamegeek.com/boardgame/270871/agemonia,Live your destiny as a mighty hero or despicable villain.
1460,Liberty or Death: The American Insurrection,2016,1,4,180,360,14,7.751,1701,4.06,1460,4780,1082,2900,297,599330,75.3,1.42,551,4,701,116,268,7,4,15,28,57,122,340,602,391,139,Age of Reason; American Revolutionary War; Political; Wargame,Area Majority / Influence; Dice Rolling; Simulation; Solo / Solitaire Game; Variable Phase Order; Variable Player Powers,Category: Autonomous simulation; Components: Multi-Use Cards; Country: USA; Players: Games with Solitaire Rules; Players: Wargames with Solitaire Rules; Series: COIN (GMT); Theme: Native Americans / First Peoples; War Level of Command: Strategic,Harold Buchanan,Charles Kibler; Terry Leeds; Rodger B. MacGowan; Howard Pyle,GMT Games,['Örjan Ariander'],,,,,,,,,,73,,,,,https://boardgamegeek.com/boardgame/165872/liberty-or-death-the-american-insurrection,"GMT COIN Vol V: Join the American Revolution as Patriots, British, Indians, or French"
1461,The Werewolves of Miller's Hollow,2001,8,18,30,30,10,6.685,12444,1.31,1461,23114,706,45472,413,741410,25.0,1.69,2296,61,1857,392,51,147,158,302,498,1100,2700,3600,2400,996,548,Bluffing; Deduction; Horror; Murder / Mystery; Party Game,Hidden Roles; Player Elimination; Role Playing; Team-Based Game; Variable Player Powers; Voting,Creatures: Werewolves; Digital Implementations: Board Game Arena; Game: Werewolf / Mafia,Philippe des Pallières; Hervé Marly,Philippe des Pallières; Hervé Marly; Alexios Tjoyas,"Lui-même; 999 Games; ADC Blackfire Entertainment; asmodee; Asterion Press; Crómola; förlAgo AB; Gém Klub Kft.; Granna; Hobby Japan; Lex Games; Morapiaf; Rebel Sp. z o.o.; Swan Panasia Co., Ltd.; Zygomatic",,,,,,,,,,,,,,131,,https://boardgamegeek.com/boardgame/25821/the-werewolves-of-millers-hollow,Be a villager and lynch the werewolves... unless you are a werewolf yourself.
1462,Copenhagen,2019,2,4,20,40,8,6.938,4327,1.68,1462,5359,1316,24501,209,295710,,1.17,803,57,699,103,202,10,3,18,85,291,793,1800,1100,257,74,City Building; Puzzle,Connections; Contracts; Grid Coverage; Hand Management; Open Drafting; Pattern Building; Set Collection; Square Grid; Tile Placement,Cities: Copenhagen (Denmark); Components: Polyominoes; Country: Denmark; Crowdfunding: Kickstarter; Digital Implementations: Board Game Arena; Digital Implementations: TableTop Simulator Mod (TTS); Game: Copenhagen (Queen Games); Series: Yellow Wave Box (Queen),Asger Harding Granerud; Daniel Skjold Pedersen,Markus Erdt,Queen Games; Devil Dice Games; Devir; Lautapelit.fi; Piatnik,,,,,,,,,,439,,,,,,https://boardgamegeek.com/boardgame/269595/copenhagen,Polyomino your way to the grandest facades in the Danish capital.
1463,Watson & Holmes,2015,2,7,45,75,12,7.248,2691,2.16,1463,5619,1379,6249,130,362009,,1.39,566,6,871,204,197,4,14,27,54,138,368,826,809,318,135,Bluffing; Deduction; Murder / Mystery; Novel-based,Auction / Bidding; Modular Board; Player Elimination; Simultaneous Action Selection; Variable Player Powers,Books: Sherlock Holmes; Misc: LongPack Games,Jesús Torres Castro,Javier González Cava; Arnaud Demaegd; Neriac; David Prieto; Pascal Quidault,"Ludonova; asmodee; Asterion Press; Hobby Japan; MYBG Co., Ltd.; Space Cowboys; Summon Games",,,,,,,,,281,,,,,,,https://boardgamegeek.com/boardgame/182694/watson-and-holmes,Be first to help Holmes solve the crime by following clues and investigating leads.
1464,Llamaland,2021,2,4,45,45,10,7.274,2572,2.03,1464,5256,934,8437,172,233061,,1.00,412,23,685,109,156,1,3,18,79,325,988,907,201,51,0,Animals; Farming; Territory Building,Contracts; End Game Bonuses; Income; Layering; Map Addition; Open Drafting; Set Collection; Tags; Tile Placement; Variable Player Powers; Variable Set-up; Victory Points as a Resource,Animals: Llamas; Components: Meeples (Animal) / Animeeples; Components: Polyominoes; Continents: South America; Country: Inca Empire,Phil Walker-Harding,Klemens Franz,Lookout Games; 999 Games; ADC Blackfire Entertainment; Funforge; Gém Klub Kft.; Hobby Japan; Lacerta; Maldito Games; Popcorn Games,,,,,,,,,,392,,,,,,https://boardgamegeek.com/boardgame/330038/llamaland,Fit your fields together to grow crops and give a good home to llamas.
1465,Perseverance: Castaway Chronicles – Episodes 1 & 2,2022,1,4,80,180,14,7.69,1817,4.24,1465,4237,1256,6435,471,499573,,1.52,505,25,624,131,136,1,16,26,26,67,150,369,582,395,185,City Building; Dice; Exploration; Science Fiction,Area Majority / Influence; Dice Rolling; Scenario / Mission / Campaign Game; Solo / Solitaire Game; Tile Placement; Worker Placement; Worker Placement with Dice Workers,Animals: Dinosaurs; Components: Miniatures; Crowdfunding: Kickstarter; Digital Implementations: TableTop Simulator Mod (TTS); Digital Implementations: Tabletopia; Series: Perseverance – Castaway Chronicles,Richard Ámann; Thomas Vande Ginste; Viktor Péter; Wolf Plancke; Dávid Turczi,Tamás Baranya; István Dányi; Villő Farkas; Csilla Kiskartali; Márton Gyula Kiss,Mindclash Games,"['John Albertson', 'Dávid Turczi']","['Robin Hegedűs', 'Anthony Howgego']",['Villő Farkas'],['Krisztián Hartmann'],"['Robert S. Pratt', 'Emanuela Pratt']",,,724,,,,,,,,https://boardgamegeek.com/boardgame/256997/perseverance-castaway-chronicles-episodes-1-and-2,Discover a living dinosaur world in a series of mechanically evolving strategy games.
1466,Fleet,2012,2,4,30,45,10,6.826,5394,2.24,1466,7028,1022,20565,294,553018,,1.28,1497,7,1675,304,212,8,16,65,166,417,1100,1900,1300,327,79,Card Game; Nautical,Auction / Bidding; Auction: Turn Order Until Pass; Automatic Resource Growth; End Game Bonuses; Hand Management; Income; Multi-Use Cards; Set Collection; Turn Order: Progressive; Variable Set-up; Victory Points as a Resource,Animals: Crabs; Animals: Fish / Fishes; Animals: Lobsters; Components: Multi-Use Cards; Country: Canada; Crowdfunding: Kickstarter; Digital Implementations: Board Game Arena; Digital Implementations: Tabletopia; Game: Fleet; Region: Arctic; Region: Arctic Ocean; Theme: Fishing / Angling,Ben Pinchback; Matt Riddle,Eric J. Carter,"Eagle-Gryphon Games; FRED Distribution, Inc.; Swan Panasia Co., Ltd.",,,,,,,,839,,,,,,,,https://boardgamegeek.com/boardgame/121297/fleet,"Acquire licenses, launch boats, and fish the great briny blue."
